Test,Executor,Timing (s)
reg_detect,wasmer-jit,0.02969
reg_detect,wasmer-jit,0.029443
reg_detect,wasmer-jit,0.029865
reg_detect,wasmer-jit,0.029584
reg_detect,wasmer-jit,0.031583
reg_detect,wasmer-jit,0.02956
reg_detect,wasmer-jit,0.029479
reg_detect,wasmer-jit,0.029577
reg_detect,wasmer-jit,0.029482
reg_detect,wasmer-jit,0.029609
reg_detect,wasmer-jit,0.029487
reg_detect,wasmer-jit,0.029591
reg_detect,wasmer-jit,0.029437
reg_detect,wasmer-jit,0.029737
reg_detect,wasmer-jit,0.029865
reg_detect,wasmer-jit,0.029729
reg_detect,wasmer-jit,0.029906
reg_detect,wasmer-jit,0.029633
reg_detect,wasmer-jit,0.029562
reg_detect,wasmer-jit,0.029518
reg_detect,wasmer-jit,0.029852
reg_detect,wasmer-jit,0.02946
reg_detect,wasmer-jit,0.029529
reg_detect,wasmer-jit,0.02943
reg_detect,wasmer-jit,0.029553
reg_detect,wasmer-jit,0.029502
reg_detect,wasmer-jit,0.029546
reg_detect,wasmer-jit,0.029676
reg_detect,wasmer-jit,0.029552
reg_detect,wasmer-jit,0.02947
reg_detect,wasmer-jit,0.029656
reg_detect,wasmer-jit,0.029715
reg_detect,wasmer-jit,0.029639
reg_detect,wasmer-jit,0.029403
reg_detect,wasmer-jit,0.02947
reg_detect,wasmer-jit,0.029474
reg_detect,wasmer-jit,0.029652
reg_detect,wasmer-jit,0.029678
reg_detect,wasmer-jit,0.029656
reg_detect,wasmer-jit,0.030242
reg_detect,wasmer-jit,0.030023
reg_detect,wasmer-jit,0.029781
reg_detect,wasmer-jit,0.02941
reg_detect,wasmer-jit,0.029564
reg_detect,wasmer-jit,0.029484
reg_detect,wasmer-jit,0.029439
reg_detect,wasmer-jit,0.029641
reg_detect,wasmer-jit,0.029624
reg_detect,wasmer-jit,0.031031
reg_detect,wasmer-jit,0.029717
reg_detect,wasmer-jit,0.029696
reg_detect,wasmer-jit,0.029519
reg_detect,wasmer-jit,0.029572
reg_detect,wasmer-jit,0.029678
reg_detect,wasmer-jit,0.031538998
reg_detect,wasmer-jit,0.029704
reg_detect,wasmer-jit,0.0296
reg_detect,wasmer-jit,0.029967
reg_detect,wasmer-jit,0.029746
reg_detect,wasmer-jit,0.029622
reg_detect,wasmer-jit,0.029615
reg_detect,wasmer-jit,0.029513
reg_detect,wasmer-llvm,0.012877
reg_detect,wasmer-llvm,0.012854
reg_detect,wasmer-llvm,0.012882
reg_detect,wasmer-llvm,0.012897
reg_detect,wasmer-llvm,0.012871
reg_detect,wasmer-llvm,0.012924
reg_detect,wasmer-llvm,0.01295
reg_detect,wasmer-llvm,0.01296
reg_detect,wasmer-llvm,0.012836
reg_detect,wasmer-llvm,0.012877
reg_detect,wasmer-llvm,0.012792
reg_detect,wasmer-llvm,0.01275
reg_detect,wasmer-llvm,0.012818
reg_detect,wasmer-llvm,0.012763
reg_detect,wasmer-llvm,0.012815
reg_detect,wasmer-llvm,0.012725
reg_detect,wasmer-llvm,0.012762
reg_detect,wasmer-llvm,0.01269
reg_detect,wasmer-llvm,0.01271
reg_detect,wasmer-llvm,0.012766
reg_detect,wasmer-llvm,0.012683
reg_detect,wasmer-llvm,0.012711
reg_detect,wasmer-llvm,0.012739
reg_detect,wasmer-llvm,0.012808
reg_detect,wasmer-llvm,0.012669
reg_detect,wasmer-llvm,0.012726
reg_detect,wasmer-llvm,0.012713
reg_detect,wasmer-llvm,0.012725
reg_detect,wasmer-llvm,0.012726
reg_detect,wasmer-llvm,0.012685
reg_detect,wasmer-llvm,0.012694
reg_detect,wasmer-llvm,0.012714
reg_detect,wasmer-llvm,0.012726
reg_detect,wasmer-llvm,0.012693
reg_detect,wasmer-llvm,0.012781
reg_detect,wasmer-llvm,0.012789
reg_detect,wasmer-llvm,0.01273
reg_detect,wasmer-llvm,0.012737
reg_detect,wasmer-llvm,0.012709
reg_detect,wasmer-llvm,0.012695
reg_detect,wasmer-llvm,0.012763
reg_detect,wasmer-llvm,0.012722
reg_detect,wasmer-llvm,0.012715
reg_detect,wasmer-llvm,0.012764
reg_detect,wasmer-llvm,0.012692
reg_detect,wasmer-llvm,0.012787
reg_detect,wasmer-llvm,0.01277
reg_detect,wasmer-llvm,0.01271
reg_detect,wasmer-llvm,0.012886
reg_detect,wasmer-llvm,0.012916
reg_detect,wasmer-llvm,0.01279
reg_detect,wasmer-llvm,0.012857
reg_detect,wasmer-llvm,0.012886
reg_detect,wasmer-llvm,0.012961
reg_detect,wasmer-llvm,0.012927
reg_detect,wasmer-llvm,0.012929
reg_detect,wasmer-llvm,0.012724
reg_detect,wasmer-llvm,0.01276
reg_detect,wasmer-llvm,0.012704
reg_detect,wasmer-llvm,0.012784
reg_detect,wasmer-llvm,0.012708
reg_detect,wasmer-llvm,0.012734
reg_detect,wasmer-llvm,0.012691
reg_detect,wasmer-llvm,0.012718
reg_detect,wasmer-llvm,0.012577
reg_detect,wasmer-llvm,0.012711
reg_detect,wasmer-llvm,0.012733
reg_detect,wasmer-llvm,0.012776
reg_detect,wasmer-llvm,0.012742
reg_detect,wasmer-llvm,0.012753
reg_detect,wasmer-llvm,0.012724
reg_detect,wasmer-llvm,0.012757
reg_detect,wasmer-llvm,0.012663
reg_detect,wasmer-llvm,0.012741
reg_detect,wasmer-llvm,0.012736
reg_detect,wasmer-llvm,0.012769
reg_detect,wasmer-llvm,0.012804
reg_detect,wasmer-llvm,0.012773
reg_detect,wasmer-llvm,0.01266
reg_detect,wasmer-llvm,0.012693
reg_detect,wasmer-llvm,0.012731
reg_detect,wasmer-llvm,0.012714
reg_detect,wasmer-llvm,0.012737
reg_detect,wasmer-llvm,0.012703
reg_detect,wasmer-llvm,0.012782
reg_detect,wasmer-llvm,0.012682
reg_detect,wasmer-llvm,0.012726
reg_detect,wasmer-llvm,0.01275
reg_detect,wasmer-llvm,0.01271
reg_detect,wasmer-llvm,0.012749
reg_detect,wasmer-llvm,0.012715
reg_detect,wasmer-llvm,0.012712
reg_detect,wasmer-llvm,0.012728
reg_detect,wasmer-llvm,0.012696
reg_detect,wasmer-llvm,0.012739
reg_detect,wasmer-llvm,0.012892
reg_detect,wasmer-llvm,0.012907
reg_detect,wasmer-llvm,0.012937
reg_detect,wasmer-llvm,0.012885
reg_detect,wasmer-llvm,0.012851
reg_detect,wasmer-llvm,0.013004
reg_detect,wasmer-llvm,0.012946
reg_detect,wasmer-llvm,0.012931
reg_detect,wasmer-llvm,0.012842
reg_detect,wasmer-llvm,0.012734
reg_detect,wasmer-llvm,0.012729
reg_detect,wasmer-llvm,0.012929
reg_detect,wasmer-llvm,0.012805
reg_detect,wasmer-llvm,0.012785
reg_detect,wasmer-llvm,0.012777
reg_detect,wasmer-llvm,0.012781
reg_detect,wasmer-llvm,0.012794
reg_detect,wasmer-llvm,0.012774
reg_detect,wasmer-llvm,0.012769
reg_detect,wasmer-llvm,0.012802
reg_detect,wasmer-llvm,0.012805
reg_detect,wasmer-llvm,0.012772
reg_detect,wasmer-llvm,0.012687
reg_detect,wasmer-llvm,0.012816
reg_detect,wasmer-llvm,0.012786
reg_detect,wasmer-llvm,0.012834
reg_detect,wasmer-llvm,0.012843
reg_detect,wasmer-llvm,0.012843
reg_detect,wasmer-llvm,0.012794
reg_detect,wasmer-llvm,0.012792
reg_detect,wasmer-llvm,0.012818
reg_detect,wasmer-llvm,0.012776
reg_detect,wasmer-llvm,0.012738
reg_detect,wasmer-llvm,0.01278
reg_detect,wasmer-llvm,0.012748
reg_detect,wasmer-llvm,0.012795
reg_detect,wasmer-llvm,0.012776
reg_detect,wasmer-llvm,0.012804
reg_detect,wasmer-llvm,0.012793
reg_detect,wasmer-llvm,0.01278
reg_detect,wasmer-llvm,0.012833
reg_detect,wasmer-llvm,0.012795
reg_detect,wasmer-llvm,0.012823
reg_detect,wasmer-llvm,0.012894
reg_detect,wasmer-llvm,0.012783
reg_detect,wasmer-llvm,0.012817
reg_detect,wasmer-llvm,0.012792
reg_detect,wasmer-llvm,0.012653
reg_detect,wasmer-llvm,0.012961
reg_detect,wasmer-llvm,0.01286
reg_detect,wasmer-llvm,0.012831
reg_detect,wasmer-llvm,0.012753
reg_detect,wasmer-llvm,0.012873
reg_detect,wasmer-llvm,0.012943
reg_detect,wasmer-llvm,0.013061
reg_detect,wasmer-llvm,0.012786
reg_detect,wasmer-llvm,0.012725
reg_detect,wasmer-llvm,0.012776
reg_detect,wasmer-llvm,0.012783
reg_detect,wasmer-llvm,0.012896
reg_detect,wasmer-llvm,0.012781
reg_detect,wasmer-llvm,0.012708
reg_detect,wasmer-llvm,0.012798
reg_detect,wasmer-llvm,0.012886
reg_detect,wasmer-llvm,0.012666
reg_detect,wasmer-llvm,0.012821
reg_detect,wasmer-llvm,0.01277
reg_detect,wasmer-llvm,0.012702
reg_detect,wasmer-llvm,0.012679
reg_detect,wasmer-llvm,0.012786
reg_detect,wasmer-llvm,0.012798
reg_detect,wasmer-llvm,0.012812
reg_detect,wasmer-llvm,0.012714
reg_detect,wasmer-llvm,0.01278
reg_detect,wasmer-llvm,0.012798
reg_detect,wasmer-llvm,0.012724
reg_detect,wasmer-llvm,0.012796
reg_detect,wasmer-llvm,0.012827
reg_detect,wasmer-llvm,0.012771
reg_detect,wasmer-llvm,0.012791
reg_detect,wasmer-llvm,0.012758
reg_detect,wasmer-llvm,0.012804
reg_detect,wasmer-llvm,0.012767
reg_detect,wasmer-llvm,0.012793
reg_detect,wasmer-llvm,0.012798
reg_detect,wasmer-llvm,0.012816
reg_detect,wasmer-llvm,0.012777
reg_detect,wasmer-llvm,0.012789
reg_detect,wasmer-llvm,0.01282
reg_detect,wasmer-llvm,0.012766
reg_detect,wasmer-llvm,0.012765
reg_detect,wasmer-llvm,0.012737
reg_detect,wasmer-llvm,0.012794
reg_detect,wasmer-llvm,0.012842
reg_detect,wasmer-llvm,0.012794
reg_detect,wasmer-llvm,0.012856
reg_detect,wasmer-llvm,0.012753
reg_detect,wasmer-llvm,0.012857
reg_detect,wasmer-llvm,0.012882
reg_detect,wasmer-native,0.0294
reg_detect,wasmer-native,0.028267
reg_detect,wasmer-native,0.027828
reg_detect,wasmer-native,0.028013
reg_detect,wasmer-native,0.028129
reg_detect,wasmer-native,0.028111
reg_detect,wasmer-native,0.028037
reg_detect,wasmer-native,0.028339
reg_detect,wasmer-native,0.028053
reg_detect,wasmer-native,0.02803
reg_detect,wasmer-native,0.028019
reg_detect,wasmer-native,0.028013
reg_detect,wasmer-native,0.027697
reg_detect,wasmer-native,0.027957
reg_detect,wasmer-native,0.027698
reg_detect,wasmer-native,0.027854
reg_detect,wasmer-native,0.027845
reg_detect,wasmer-native,0.027717
reg_detect,wasmer-native,0.028054
reg_detect,wasmer-native,0.027805
reg_detect,wasmer-native,0.027758
reg_detect,wasmer-native,0.027854
reg_detect,wasmer-native,0.028012
reg_detect,wasmer-native,0.028029
reg_detect,wasmer-native,0.028397
reg_detect,wasmer-native,0.027998
reg_detect,wasmer-native,0.028393
reg_detect,wasmer-native,0.028158
reg_detect,wasmer-native,0.02876
reg_detect,wasmer-native,0.027887
reg_detect,wasmer-native,0.028234
reg_detect,wasmer-native,0.028106
reg_detect,wasmer-native,0.028214
reg_detect,wasmer-native,0.027923
reg_detect,wasmer-native,0.028165
reg_detect,wasmer-native,0.027924
reg_detect,wasmer-native,0.028038
reg_detect,wasmer-native,0.028247
reg_detect,wasmer-native,0.028295
reg_detect,wasmer-native,0.028301
reg_detect,wasmer-native,0.028372
reg_detect,wasmer-native,0.027904
reg_detect,wasmer-native,0.028137
reg_detect,wasmer-native,0.027941
reg_detect,wasmer-native,0.028244
reg_detect,wasmer-native,0.027913
reg_detect,wasmer-native,0.028275
reg_detect,wasmer-native,0.028023
reg_detect,wasmer-native,0.028264
reg_detect,wasmer-native,0.028021
reg_detect,wasmer-native,0.028243
reg_detect,wasmer-native,0.028248
reg_detect,wasmer-native,0.028041
reg_detect,wasmer-native,0.027929
reg_detect,wasmer-native,0.028275
reg_detect,wasmer-native,0.028042
reg_detect,wasmer-native,0.028125
reg_detect,wasmer-native,0.027758
reg_detect,wasmer-native,0.027747
reg_detect,wasmer-native,0.027701
reg_detect,wasmer-native,0.02782
reg_detect,wasmer-native,0.027863
reg_detect,wasmer-native,0.027632
reg_detect,wasmer-native,0.027964
reg_detect,wasmer-native,0.027738
reg_detect,wasmer-native,0.028059
reg_detect,wasmer-native,0.027758
reg_detect,wasmer-native,0.027969
reg_detect,wasmer-native,0.027762
reg_detect,wasmer-native,0.02791
reg_detect,wasmer-native,0.02787
reg_detect,wasmer-native,0.027775
reg_detect,wasmer-native,0.02774
reg_detect,wasmer-native,0.028209
reg_detect,wasmer-native,0.02806
reg_detect,wasmer-native,0.028289
reg_detect,wasmer-native,0.02822
reg_detect,wasmer-native,0.028244
reg_detect,wasmer-native,0.028251
reg_detect,wasmer-native,0.028102
reg_detect,wasmer-native,0.027923
reg_detect,wasmer-native,0.027667
reg_detect,wasmer-native,0.02808
reg_detect,wasmer-native,0.02798
reg_detect,wasmer-native,0.028061
reg_detect,wasmer-native,0.028364
reg_detect,wavm-precompiled,0.011918
reg_detect,wavm-precompiled,0.011909
reg_detect,wavm-precompiled,0.011848
reg_detect,wavm-precompiled,0.011968
reg_detect,wavm-precompiled,0.01196
reg_detect,wavm-precompiled,0.011849
reg_detect,wavm-precompiled,0.011858
reg_detect,wavm-precompiled,0.011975
reg_detect,wavm-precompiled,0.012023
reg_detect,wavm-precompiled,0.011951
reg_detect,wavm-precompiled,0.011962
reg_detect,wavm-precompiled,0.011987
reg_detect,wavm-precompiled,0.011998
reg_detect,wavm-precompiled,0.011929
reg_detect,wavm-precompiled,0.011949
reg_detect,wavm-precompiled,0.012118
reg_detect,wavm-precompiled,0.012153
reg_detect,wavm-precompiled,0.012249
reg_detect,wavm-precompiled,0.012255
reg_detect,wavm-precompiled,0.012249
reg_detect,wavm-precompiled,0.01211
reg_detect,wavm-precompiled,0.011863
reg_detect,wavm-precompiled,0.011956
reg_detect,wavm-precompiled,0.012081
reg_detect,wavm-precompiled,0.01202
reg_detect,wavm-precompiled,0.012032
reg_detect,wavm-precompiled,0.012031
reg_detect,wavm-precompiled,0.011985
reg_detect,wavm-precompiled,0.012025
reg_detect,wavm-precompiled,0.01212
reg_detect,wavm-precompiled,0.011984
reg_detect,wavm-precompiled,0.011977
reg_detect,wavm-precompiled,0.011927
reg_detect,wavm-precompiled,0.011911
reg_detect,wavm-precompiled,0.011992
reg_detect,wavm-precompiled,0.011872
reg_detect,wavm-precompiled,0.011982
reg_detect,wavm-precompiled,0.012048
reg_detect,wavm-precompiled,0.011921
reg_detect,wavm-precompiled,0.01195
reg_detect,wavm-precompiled,0.012069
reg_detect,wavm-precompiled,0.012048
reg_detect,wavm-precompiled,0.012005
reg_detect,wavm-precompiled,0.011956
reg_detect,wavm-precompiled,0.011923
reg_detect,wavm-precompiled,0.012084
reg_detect,wavm-precompiled,0.01213
reg_detect,wavm-precompiled,0.012236
reg_detect,wavm-precompiled,0.012179
reg_detect,wavm-precompiled,0.012194
reg_detect,wavm-precompiled,0.012059
reg_detect,wavm-precompiled,0.011883
reg_detect,wavm-precompiled,0.011881
reg_detect,wavm-precompiled,0.011894
reg_detect,wavm-precompiled,0.011957
reg_detect,wavm-precompiled,0.012111
reg_detect,wavm-precompiled,0.012064
reg_detect,wavm-precompiled,0.011964
reg_detect,wavm-precompiled,0.012012
reg_detect,wavm-precompiled,0.012029
reg_detect,wavm-precompiled,0.012057
reg_detect,wavm-precompiled,0.012027
reg_detect,wavm-precompiled,0.011993
reg_detect,wavm-precompiled,0.012018
reg_detect,wavm-precompiled,0.011981
reg_detect,wavm-precompiled,0.01191
reg_detect,wavm-precompiled,0.012124
reg_detect,wavm-precompiled,0.011959
reg_detect,wavm-precompiled,0.011978
reg_detect,wavm-precompiled,0.011977
reg_detect,wavm-precompiled,0.012015
reg_detect,wavm-precompiled,0.012031
reg_detect,wavm-precompiled,0.012038
reg_detect,wavm-precompiled,0.012025
reg_detect,wavm-precompiled,0.012099
reg_detect,wavm-precompiled,0.012178
reg_detect,wavm-precompiled,0.012209
reg_detect,wavm-precompiled,0.012158
reg_detect,wavm-precompiled,0.01218
reg_detect,wavm-precompiled,0.012068
reg_detect,wavm-precompiled,0.012533
reg_detect,wavm-precompiled,0.011963
reg_detect,wavm-precompiled,0.011982
reg_detect,wavm-precompiled,0.012057
reg_detect,wavm-precompiled,0.011996
reg_detect,wavm-precompiled,0.011969
reg_detect,wavm-precompiled,0.012007
reg_detect,wavm-precompiled,0.011924
reg_detect,wavm-precompiled,0.011965
reg_detect,wavm-precompiled,0.011963
reg_detect,wavm-precompiled,0.012005
reg_detect,wavm-precompiled,0.01201
reg_detect,wavm-precompiled,0.011907
reg_detect,wavm-precompiled,0.012025
reg_detect,wavm-precompiled,0.012007
reg_detect,wavm-precompiled,0.011963
reg_detect,wavm-precompiled,0.012032
reg_detect,wavm-precompiled,0.011963
reg_detect,wavm-precompiled,0.01189
reg_detect,wavm-precompiled,0.011944
reg_detect,wavm-precompiled,0.012071
reg_detect,wavm-precompiled,0.012077
reg_detect,wavm-precompiled,0.012028
reg_detect,wavm-precompiled,0.01204
reg_detect,wavm-precompiled,0.012193
reg_detect,wavm-precompiled,0.012231
reg_detect,wavm-precompiled,0.012104
reg_detect,wavm-precompiled,0.012156
reg_detect,wavm-precompiled,0.012149
reg_detect,wavm-precompiled,0.012029
reg_detect,wavm-precompiled,0.011955
reg_detect,wavm-precompiled,0.011844
reg_detect,wavm-precompiled,0.012102
reg_detect,wavm-precompiled,0.012032
reg_detect,wavm-precompiled,0.011956
reg_detect,wavm-precompiled,0.012024
reg_detect,wavm-precompiled,0.01202
reg_detect,wavm-precompiled,0.011975
reg_detect,wavm-precompiled,0.012096
reg_detect,wavm-precompiled,0.011882
reg_detect,wavm-precompiled,0.012009
reg_detect,wavm-precompiled,0.012036
reg_detect,wavm-precompiled,0.011884
reg_detect,wavm-precompiled,0.01198
reg_detect,wavm-precompiled,0.012017
reg_detect,wavm-precompiled,0.012032
reg_detect,wavm-precompiled,0.011885
reg_detect,wavm-precompiled,0.011933
reg_detect,wavm-precompiled,0.011977
reg_detect,wavm-precompiled,0.011916
reg_detect,wavm-precompiled,0.011997
reg_detect,wavm-precompiled,0.011979
reg_detect,wavm-precompiled,0.011942
reg_detect,wavm-precompiled,0.011917
reg_detect,wavm-precompiled,0.012117
reg_detect,wavm-precompiled,0.012094
reg_detect,wavm-precompiled,0.012178
reg_detect,wavm-precompiled,0.012133
reg_detect,wavm-precompiled,0.012238
reg_detect,wavm-precompiled,0.011991
reg_detect,wavm-precompiled,0.011895
reg_detect,wavm-precompiled,0.011962
reg_detect,wavm-precompiled,0.011994
reg_detect,wavm-precompiled,0.012106
reg_detect,wavm-precompiled,0.01208
reg_detect,wavm-precompiled,0.012009
reg_detect,wavm-precompiled,0.012025
reg_detect,wavm-precompiled,0.011981
reg_detect,wavm-precompiled,0.011936
reg_detect,wavm-precompiled,0.012008
reg_detect,wavm-precompiled,0.011982
reg_detect,wavm-precompiled,0.012081
reg_detect,wavm-precompiled,0.011847
reg_detect,wavm-precompiled,0.011997
reg_detect,wavm-precompiled,0.012042
reg_detect,wavm-precompiled,0.011916
reg_detect,wavm-precompiled,0.012016
reg_detect,wavm-precompiled,0.012121
reg_detect,wavm-precompiled,0.012031
reg_detect,wavm-precompiled,0.01209
reg_detect,wavm-precompiled,0.01214
reg_detect,wavm-precompiled,0.01208
reg_detect,wavm-precompiled,0.011977
reg_detect,wavm-precompiled,0.0121
reg_detect,wavm-precompiled,0.01219
reg_detect,wavm-precompiled,0.012247
reg_detect,wavm-precompiled,0.012353
reg_detect,wavm-precompiled,0.012219
reg_detect,wavm-precompiled,0.01202
reg_detect,wavm-precompiled,0.011901
reg_detect,wavm-precompiled,0.011996
reg_detect,wavm-precompiled,0.012011
reg_detect,wavm-precompiled,0.012083
reg_detect,wavm-precompiled,0.011992
reg_detect,wavm-precompiled,0.012033
reg_detect,wavm-precompiled,0.011937
reg_detect,wavm-precompiled,0.012061
reg_detect,wavm-precompiled,0.011941
reg_detect,wavm-precompiled,0.011991
reg_detect,wavm-precompiled,0.011964
reg_detect,wavm-precompiled,0.012026
reg_detect,wavm-precompiled,0.011997
reg_detect,wavm-precompiled,0.01195
reg_detect,wavm-precompiled,0.012056
reg_detect,wavm-precompiled,0.012001
reg_detect,wavm-precompiled,0.012076
reg_detect,wavm-precompiled,0.011981
reg_detect,wavm-precompiled,0.012053
reg_detect,wavm-precompiled,0.012119
reg_detect,wavm-precompiled,0.011995
reg_detect,wavm-precompiled,0.012042
reg_detect,wavm-precompiled,0.012006
reg_detect,wavm-precompiled,0.012017
reg_detect,wavm-precompiled,0.012091
reg_detect,wavm-precompiled,0.012013
reg_detect,wavm-precompiled,0.012203
reg_detect,wavm-precompiled,0.012095
reg_detect,wavm-precompiled,0.012069
reg_detect,wavm-precompiled,0.012075
reg_detect,wavm-precompiled,0.011931
reg_detect,wavm-precompiled,0.012024
reg_detect,wavm-precompiled,0.011993
reg_detect,wavm-precompiled,0.012011
reg_detect,wavm-precompiled,0.011972
reg_detect,wavm-precompiled,0.011954
reg_detect,wavm-precompiled,0.012023
reg_detect,wavm-precompiled,0.012008
reg_detect,wavm-precompiled,0.012048
reg_detect,wavm-precompiled,0.011956
reg_detect,wasm3,0.577
reg_detect,wasm3,0.57
reg_detect,wasm3,0.575
reg_detect,wasm3,0.572012
reg_detect,wasm3,0.573013
reg_detect,wasm3,0.575002
reg_detect,wasm3,0.572001
reg_detect,wasm3,0.57
reg_detect,wasm3,0.566
reg_detect,wasm3,0.574
reg_detect,WAMR-interpreter,0.200564
reg_detect,WAMR-interpreter,0.199864
reg_detect,WAMR-interpreter,0.205032
reg_detect,WAMR-interpreter,0.200023
reg_detect,WAMR-interpreter,0.203849
reg_detect,WAMR-interpreter,0.202334
reg_detect,WAMR-interpreter,0.202076
reg_detect,WAMR-interpreter,0.200093
reg_detect,WAMR-interpreter,0.200099
reg_detect,WAMR-interpreter,0.201078
reg_detect,WAMR-interpreter,0.200528
reg_detect,WAMR-interpreter,0.202987
reg_detect,WAMR-compiled-nobounds,0.01324
reg_detect,WAMR-compiled-nobounds,0.013116
reg_detect,WAMR-compiled-nobounds,0.013075
reg_detect,WAMR-compiled-nobounds,0.013178
reg_detect,WAMR-compiled-nobounds,0.013837
reg_detect,WAMR-compiled-nobounds,0.013136
reg_detect,WAMR-compiled-nobounds,0.013061
reg_detect,WAMR-compiled-nobounds,0.013147
reg_detect,WAMR-compiled-nobounds,0.013109
reg_detect,WAMR-compiled-nobounds,0.013062
reg_detect,WAMR-compiled-nobounds,0.013069
reg_detect,WAMR-compiled-nobounds,0.01307
reg_detect,WAMR-compiled-nobounds,0.013067
reg_detect,WAMR-compiled-nobounds,0.013051
reg_detect,WAMR-compiled-nobounds,0.013228
reg_detect,WAMR-compiled-nobounds,0.013178
reg_detect,WAMR-compiled-nobounds,0.013115
reg_detect,WAMR-compiled-nobounds,0.013139
reg_detect,WAMR-compiled-nobounds,0.01324
reg_detect,WAMR-compiled-nobounds,0.013321
reg_detect,WAMR-compiled-nobounds,0.013302
reg_detect,WAMR-compiled-nobounds,0.013339
reg_detect,WAMR-compiled-nobounds,0.013361
reg_detect,WAMR-compiled-nobounds,0.013407
reg_detect,WAMR-compiled-nobounds,0.013406
reg_detect,WAMR-compiled-nobounds,0.013421
reg_detect,WAMR-compiled-nobounds,0.013077
reg_detect,WAMR-compiled-nobounds,0.013196
reg_detect,WAMR-compiled-nobounds,0.013379
reg_detect,WAMR-compiled-nobounds,0.013109
reg_detect,WAMR-compiled-nobounds,0.013232
reg_detect,WAMR-compiled-nobounds,0.013096
reg_detect,WAMR-compiled-nobounds,0.013189
reg_detect,WAMR-compiled-nobounds,0.013051
reg_detect,WAMR-compiled-nobounds,0.013166
reg_detect,WAMR-compiled-nobounds,0.013147
reg_detect,WAMR-compiled-nobounds,0.013198
reg_detect,WAMR-compiled-nobounds,0.013118
reg_detect,WAMR-compiled-nobounds,0.01322
reg_detect,WAMR-compiled-nobounds,0.013101
reg_detect,WAMR-compiled-nobounds,0.013084
reg_detect,WAMR-compiled-nobounds,0.013213
reg_detect,WAMR-compiled-nobounds,0.01316
reg_detect,WAMR-compiled-nobounds,0.013102
reg_detect,WAMR-compiled-nobounds,0.01315
reg_detect,WAMR-compiled-nobounds,0.01325
reg_detect,WAMR-compiled-nobounds,0.013326
reg_detect,WAMR-compiled-nobounds,0.013148
reg_detect,WAMR-compiled-nobounds,0.013202
reg_detect,WAMR-compiled-nobounds,0.013092
reg_detect,WAMR-compiled-nobounds,0.013092
reg_detect,WAMR-compiled-nobounds,0.01308
reg_detect,WAMR-compiled-nobounds,0.013526
reg_detect,WAMR-compiled-nobounds,0.01319
